127.0.0.1 - - [27/Jul/2022:09:06:01 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:18 +0900] "GET /jsp/write_action.jsp?title=%E3%84%B4%E3%85%87%E3%84%B4%E3%85%81%E3%84%B4%E3%85%81&content=%ED%85%8C%EC%8A%A4%ED%8A%B8%EC%9C%BC%EC%9D%91%EC%9C%BC%EC%9C%BC%EC%9D%91%EC%9C%BC%EC%9E%85%EB%8B%88%EB%8B%A4 HTTP/1.1" 200 137
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:21 +0900] "GET /jsp/write_action.jsp?title=%E3%84%B4%E3%85%87%E3%84%B4%E3%85%81%E3%84%B4%E3%85%81&content=%ED%85%8C%EC%8A%A4%ED%8A%B8%EC%9C%BC%EC%9D%91%EC%9C%BC%EC%9C%BC%EC%9D%91%EC%9C%BC%EC%9E%85%EB%8B%88%EB%8B%A4 HTTP/1.1" 200 137
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:23 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2644
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:24 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2644
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:25 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2644
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:26 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2644
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:26 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2644
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:27 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2644
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:27 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:30 +0900] "GET /jsp/write_action.jsp?title=%E3%85%87%E3%84%B4%E3%85%81%E3%85%87%E3%84%B4%E3%85%81&content=%E3%85%87%E3%84%B4%E3%85%81%E3%85%87%E3%84%B4%E3%85%81%E3%85%87%E3%84%B4%E3%85%81 HTTP/1.1" 200 137
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:42 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2644
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:53 +0900] "GET /jsp/loginForm.jsp HTTP/1.1" 200 490
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:59 +0900] "GET /jsp/loginServer.jsp?id=maple&pw=123456 HTTP/1.1" 200 183
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:40:59 +0900] "GET /jsp/main.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:41:02 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:41:08 +0900] "GET /jsp/write_action.jsp?title=test%EC%9E%85%EB%8B%88%EB%8B%A4&content=%EC%8B%9C%EB%B0%94%EC%95%84%EC%95%99 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:41:08 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2873
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:41:11 +0900] "GET /jsp/BoardView.jsp?bno=22 HTTP/1.1" 200 658
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:41:12 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:45:00 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2873
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:45:01 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 2873
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:45:03 +0900] "GET /jsp/BoardView.jsp?bno=22 HTTP/1.1" 200 658
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:45:06 +0900] "GET /jsp/BoardView.jsp?bno=21 HTTP/1.1" 200 644
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:45:08 +0900] "GET /jsp/BoardView.jsp?bno=18 HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:48:33 +0900] "GET /jsp/write_action.jsp?title=3613&content=3613 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:48:33 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3085
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:48:41 +0900] "GET /jsp/BoardView.jsp?bno=22 HTTP/1.1" 200 658
0:0:0:0:0:0:0:1 - - [27/Jul/2022:14:48:42 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:03:29 +0900] "GET /jsp/loginForm.jsp HTTP/1.1" 200 490
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:03:33 +0900] "GET /jsp/loginServer.jsp?id=maple&pw=123456 HTTP/1.1" 200 183
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:03:33 +0900] "GET /jsp/main.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:03:48 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:03:50 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3085
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:03:51 +0900] "GET /jsp/main.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:03:52 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3085
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:03:53 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:03:55 +0900] "GET /jsp/write_action.jsp?title=3123123&content=12312312312 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:03:55 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3307
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:18:18 +0900] "GET /jsp/BoardView.jsp?bno=18 HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:19:00 +0900] "GET /jsp/location%20='board_edit.jsp? HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:19:27 +0900] "GET /jsp/location%20='board_edit.jsp? HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:19:50 +0900] "GET /jsp/location%20='board_edit.jsp? HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:19:52 +0900] "GET /jsp/location%20='board_edit.jsp? HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:19:55 +0900] "GET /jsp/BoardView.jsp?bno=18 HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:19:55 +0900] "GET /jsp/BoardView.jsp?bno=18 HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:19:56 +0900] "GET /jsp/location%20=%20board_edit.jsp? HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:20:21 +0900] "GET /jsp/location%20=%20board_edit.jsp? HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:20:24 +0900] "GET /jsp/BoardView.jsp?bno=18 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:20:25 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 161
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:20:40 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:20:41 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 161
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:21:19 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 661
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:27:27 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:27:45 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2582
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:27:55 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2258
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:28:06 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 423
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:28:08 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 423
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:28:09 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:28:11 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 423
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:28:14 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3307
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:28:15 +0900] "GET /jsp/BoardView.jsp?bno=11 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:28:15 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 423
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:29:35 +0900] "GET /jsp/BoardView.jsp?bno=11 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:29:38 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3307
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:29:39 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:29:40 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 4416
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:29:58 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:30:00 +0900] "GET /jsp/BoardView.jsp?bno=18 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:30:01 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 4300
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:30:15 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 4300
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:30:19 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3307
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:30:19 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3307
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:30:21 +0900] "GET /jsp/main.jsp HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:30:22 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3307
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:30:38 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:30:43 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 4300
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:31:20 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:32:22 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:35:42 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:35:44 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3307
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:35:45 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3307
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:35:45 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3307
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:35:45 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:35:46 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:35:48 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:35:50 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:35:52 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:37:30 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:37:32 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:37:33 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:37:36 +0900] "GET /jsp/BoardView.jsp?bno=24 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:37:37 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:37:51 +0900] "GET /jsp/BoardView.jsp?bno=24 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:37:52 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:38:42 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:42:18 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:42:19 +0900] "GET /jsp/BoardView.jsp?bno=24 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:42:20 +0900] "GET /jsp/BoardView.jsp?bno=24 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:42:20 +0900] "GET /jsp/BoardView.jsp?bno=24 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:42:20 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:42:22 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:42:26 +0900] "GET /jsp/board.jsp HTTP/1.1" 200 816
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:42:28 +0900] "GET /jsp/write_action.jsp?title=1233123&content=123123123123 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:42:28 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3530
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:42:31 +0900] "GET /jsp/BoardView.jsp?bno=25 HTTP/1.1" 200 641
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:42:32 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:45:05 +0900] "GET /jsp/BoardView.jsp?bno=25 HTTP/1.1" 200 641
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:45:06 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:47:20 +0900] "GET /jsp/BoardView.jsp?bno=25 HTTP/1.1" 200 641
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:47:21 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:47:22 +0900] "GET /jsp/BoardView.jsp?bno=25 HTTP/1.1" 200 641
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:47:23 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:50:09 +0900] "GET /jsp/BoardView.jsp?bno=25 HTTP/1.1" 200 641
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:50:10 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:50:12 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:50:14 +0900] "GET /jsp/BoardView.jsp?bno=17 HTTP/1.1" 200 636
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:50:15 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:50:16 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:52:47 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 661
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:52:48 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2367
0:0:0:0:0:0:0:1 - - [27/Jul/2022:15:52:53 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:04:42 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:04:43 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2596
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:04:57 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:11:08 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:11:09 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:11:21 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:11:22 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:11:28 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:13:25 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:13:53 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:14:07 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2563
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:17:10 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 524
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:17:26 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 525
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:17:26 +0900] "GET /jsp/board_edit.jsp HTTP/1.1" 500 2563
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:19:45 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3530
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:19:45 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 602
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:19:48 +0900] "GET /jsp/board_edit.jsp HTTP/1.1" 500 2563
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:20:29 +0900] "GET /jsp/board_edit.jsp HTTP/1.1" 500 2563
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:20:30 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 602
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:20:31 +0900] "GET /jsp/board_edit.jsp HTTP/1.1" 500 2563
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:22:17 +0900] "GET /jsp/board_edit.jsp HTTP/1.1" 500 2563
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:22:32 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 602
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:22:34 +0900] "GET /jsp/board_edit.jsp HTTP/1.1" 500 2763
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:23:00 +0900] "GET /jsp/board_edit.jsp HTTP/1.1" 500 2563
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:23:25 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 602
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:23:26 +0900] "GET /jsp/board_edit.jsp HTTP/1.1" 500 2509
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:24:03 +0900] "GET /jsp/BoardView.jsp?bno=22 HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:25:23 +0900] "GET /jsp/BoardView.jsp?bno=22 HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:25:24 +0900] "GET /jsp/board_edit.jsp HTTP/1.1" 500 2409
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:33:01 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 602
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:35:19 +0900] "GET /jsp/BoardView.jsp?bno=14 HTTP/1.1" 200 615
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:35:33 +0900] "GET /jsp/BoardView.jsp?bno=14 HTTP/1.1" 200 615
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:35:36 +0900] "GET /jsp/BoardView.jsp?bno=11 HTTP/1.1" 200 602
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:35:38 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 673
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:37:35 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 500 2583
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:43:13 +0900] "GET /jsp/BoardView.jsp?bno=15 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:43:15 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2409
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:43:17 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3530
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:43:18 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 603
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:43:19 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2409
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:45:01 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2410
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:45:03 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3530
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:45:04 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 603
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:45:05 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2410
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:46:05 +0900] "GET /jsp/board_action.jsp HTTP/1.1" 200 3530
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:46:06 +0900] "GET /jsp/BoardView.jsp?bno=10 HTTP/1.1" 200 603
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:46:07 +0900] "GET /jsp/board_edit.jsp? HTTP/1.1" 500 2410
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:46:10 +0900] "GET /jsp/BoardView.jsp?bno=14 HTTP/1.1" 200 612
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:46:11 +0900] "GET /jsp/board_delete.jsp? HTTP/1.1" 500 2402
0:0:0:0:0:0:0:1 - - [27/Jul/2022:16:48:38 +0900] "GET /jsp/BoardView.jsp HTTP/1.1" 500 2355
